"","caseID","race","enroll","activity","duration"
"9168",20120111112338,1,5,"Leisure and Sports",45
"9169",20120111112338,1,5,"Traveling",1
"9170",20120111112338,1,5,"Traveling",15
"9171",20120111112338,1,5,"Educational Activities",240
"9172",20120111112338,1,5,"Traveling",15
"9173",20120111112338,1,5,"Grooming",5
"9174",20120111112338,1,5,"Traveling",30
"9175",20120111112338,1,5,"Leisure and Sports",2
"9176",20120111112338,1,5,"Traveling",30
"9177",20120111112338,1,5,"Grooming",5
"9178",20120111112338,1,5,"Traveling",5
"9179",20120111112338,1,5,"Eating and Drinking",270
"9180",20120111112338,1,5,"Traveling",2
"9181",20120111112338,1,5,"Other",90
"9182",20120111112338,1,5,"Traveling",5
"9183",20120111112338,1,5,"Sleeping",587
"9192",20120111112369,1,3,"Sleeping",300
"9193",20120111112369,1,3,"Eating and Drinking",10
"9194",20120111112369,1,3,"Grooming",30
"9195",20120111112369,1,3,"Traveling",15
"9196",20120111112369,1,3,"Other",80
"9197",20120111112369,1,3,"Traveling",15
"9198",20120111112369,1,3,"Leisure and Sports",30
"9199",20120111112369,1,3,"Traveling",15
"9200",20120111112369,1,3,"Eating and Drinking",75
"9201",20120111112369,1,3,"Traveling",15
"9202",20120111112369,1,3,"Leisure and Sports",225
"9203",20120111112369,1,3,"Grooming",10
"9204",20120111112369,1,3,"Traveling",15
"9205",20120111112369,1,3,"Leisure and Sports",125
"9206",20120111112369,1,3,"Traveling",20
"9207",20120111112369,1,3,"Eating and Drinking",30
"9208",20120111112369,1,3,"Leisure and Sports",100
"9209",20120111112369,1,3,"Traveling",25
"9210",20120111112369,1,3,"Leisure and Sports",65
"9211",20120111112369,1,3,"Sleeping",240
"9256",20120111112394,1,3,"Sleeping",150
"9257",20120111112394,1,3,"Grooming",30
"9258",20120111112394,1,3,"Traveling",30
"9259",20120111112394,1,3,"Educational Activities",420
"9260",20120111112394,1,3,"Traveling",30
"9261",20120111112394,1,3,"Grooming",120
"9262",20120111112394,1,3,"Working and related activities",150
"9263",20120111112394,1,3,"Eating and Drinking",30
"9264",20120111112394,1,3,"Working and related activities",120
"9265",20120111112394,1,3,"Traveling",20
"9266",20120111112394,1,3,"Leisure and Sports",180
"9267",20120111112394,1,3,"Sleeping",160
"9499",20120111112477,1,3,"Sleeping",540
"9500",20120111112477,1,3,"Leisure and Sports",60
"9501",20120111112477,1,3,"Traveling",10
"9502",20120111112477,1,3,"Other",2
"9503",20120111112477,1,3,"Leisure and Sports",60
"9504",20120111112477,1,3,"Leisure and Sports",30
"9505",20120111112477,1,3,"Traveling",5
"9506",20120111112477,1,3,"Leisure and Sports",60
"9507",20120111112477,1,3,"Traveling",30
"9508",20120111112477,1,3,"Leisure and Sports",120
"9509",20120111112477,1,3,"Traveling",15
"9510",20120111112477,1,3,"Other",20
"9511",20120111112477,1,3,"Leisure and Sports",120
"9512",20120111112477,1,3,"Traveling",10
"9513",20120111112477,1,3,"Other",5
"9514",20120111112477,1,3,"Traveling",10
"9515",20120111112477,1,3,"Eating and Drinking",15
"9516",20120111112477,1,3,"Leisure and Sports",178
"9517",20120111112477,1,3,"Sleeping",150
"9984",20120112110108,1,5,"Sleeping",300
"9985",20120112110108,1,5,"Other",10
"9986",20120112110108,1,5,"Eating and Drinking",10
"9987",20120112110108,1,5,"Educational Activities",40
"9988",20120112110108,1,5,"Leisure and Sports",30
"9989",20120112110108,1,5,"Leisure and Sports",30
"9990",20120112110108,1,5,"Other",20
"9991",20120112110108,1,5,"Other",60
"9992",20120112110108,1,5,"Traveling",15
"9993",20120112110108,1,5,"Other",20
"9994",20120112110108,1,5,"Traveling",15
"9995",20120112110108,1,5,"Leisure and Sports",20
"9996",20120112110108,1,5,"Leisure and Sports",30
"9997",20120112110108,1,5,"Educational Activities",30
"9998",20120112110108,1,5,"Educational Activities",60
"9999",20120112110108,1,5,"Leisure and Sports",30
"10000",20120112110108,1,5,"Traveling",15
"10001",20120112110108,1,5,"Other",20
"10002",20120112110108,1,5,"Traveling",15
"10003",20120112110108,1,5,"Educational Activities",60
"10004",20120112110108,1,5,"Leisure and Sports",10
"10005",20120112110108,1,5,"Leisure and Sports",60
"10006",20120112110108,1,5,"Eating and Drinking",10
"10007",20120112110108,1,5,"Leisure and Sports",110
"10008",20120112110108,1,5,"Leisure and Sports",300
"10009",20120112110108,1,5,"Sleeping",120
"10150",20120112110132,1,5,"Sleeping",180
"10151",20120112110132,1,5,"Eating and Drinking",15
"10152",20120112110132,1,5,"Leisure and Sports",90
"10153",20120112110132,1,5,"Other",255
"10154",20120112110132,1,5,"Eating and Drinking",15
"10155",20120112110132,1,5,"Traveling",5
"10156",20120112110132,1,5,"Other",30
"10157",20120112110132,1,5,"Traveling",25
"10158",20120112110132,1,5,"Other",30
"10159",20120112110132,1,5,"Traveling",5
"10160",20120112110132,1,5,"Other",30
"10161",20120112110132,1,5,"Traveling",30
"10162",20120112110132,1,5,"Educational Activities",120
"10163",20120112110132,1,5,"Leisure and Sports",150
"10164",20120112110132,1,5,"Sleeping",460
"10165",20120112110136,1,3,"Sleeping",330
"10166",20120112110136,1,3,"Traveling",10
"10167",20120112110136,1,3,"Grooming",15
"10168",20120112110136,1,3,"Traveling",5
"10169",20120112110136,1,3,"Other",150
"10170",20120112110136,1,3,"Traveling",5
"10171",20120112110136,1,3,"Other",5
"10172",20120112110136,1,3,"Traveling",5
"10173",20120112110136,1,3,"Eating and Drinking",20
"10174",20120112110136,1,3,"Leisure and Sports",385
"10175",20120112110136,1,3,"Traveling",5
"10176",20120112110136,1,3,"Eating and Drinking",45
"10177",20120112110136,1,3,"Traveling",5
"10178",20120112110136,1,3,"Leisure and Sports",65
"10179",20120112110136,1,3,"Grooming",20
"10180",20120112110136,1,3,"Leisure and Sports",55
"10181",20120112110136,1,3,"Sleeping",315
"11280",20120112110650,1,3,"Sleeping",150
"11281",20120112110650,1,3,"Grooming",15
"11282",20120112110650,1,3,"Other",10
"11283",20120112110650,1,3,"Traveling",120
"11284",20120112110650,1,3,"Other",2
"11285",20120112110650,1,3,"Grooming",10
"11286",20120112110650,1,3,"Leisure and Sports",240
"11287",20120112110650,1,3,"Eating and Drinking",20
"11288",20120112110650,1,3,"Leisure and Sports",180
"11289",20120112110650,1,3,"Grooming",15
"11290",20120112110650,1,3,"Traveling",10
"11291",20120112110650,1,3,"Other",10
"11292",20120112110650,1,3,"Leisure and Sports",60
"11293",20120112110650,1,3,"Leisure and Sports",120
"11294",20120112110650,1,3,"Eating and Drinking",35
"11295",20120112110650,1,3,"Leisure and Sports",60
"11296",20120112110650,1,3,"Leisure and Sports",60
"11297",20120112110650,1,3,"Sleeping",323
"11373",20120112110662,1,3,"Sleeping",420
"11374",20120112110662,1,3,"Grooming",60
"11375",20120112110662,1,3,"Eating and Drinking",15
"11376",20120112110662,1,3,"Leisure and Sports",105
"11377",20120112110662,1,3,"Other",60
"11378",20120112110662,1,3,"Leisure and Sports",120
"11379",20120112110662,1,3,"Traveling",10
"11380",20120112110662,1,3,"Other",5
"11381",20120112110662,1,3,"Traveling",15
"11382",20120112110662,1,3,"Eating and Drinking",90
"11383",20120112110662,1,3,"Traveling",10
"11384",20120112110662,1,3,"Leisure and Sports",140
"11385",20120112110662,1,3,"Traveling",15
"11386",20120112110662,1,3,"Other",5
"11387",20120112110662,1,3,"Traveling",15
"11388",20120112110662,1,3,"Leisure and Sports",25
"11389",20120112110662,1,3,"Traveling",10
"11390",20120112110662,1,3,"Other",35
"11391",20120112110662,1,3,"Leisure and Sports",45
"11392",20120112110662,1,3,"Sleeping",240
"11408",20120112110677,1,3,"Sleeping",150
"11409",20120112110677,1,3,"Grooming",25
"11410",20120112110677,1,3,"Traveling",2
"11411",20120112110677,1,3,"Traveling",10
"11412",20120112110677,1,3,"Eating and Drinking",18
"11413",20120112110677,1,3,"Educational Activities",260
"11414",20120112110677,1,3,"Eating and Drinking",43
"11415",20120112110677,1,3,"Educational Activities",105
"11416",20120112110677,1,3,"Traveling",10
"11417",20120112110677,1,3,"Other",1
"11418",20120112110677,1,3,"Other",5
"11419",20120112110677,1,3,"Sleeping",151
"11420",20120112110677,1,3,"Traveling",5
"11421",20120112110677,1,3,"Leisure and Sports",30
"11422",20120112110677,1,3,"Traveling",30
"11423",20120112110677,1,3,"Leisure and Sports",15
"11424",20120112110677,1,3,"Traveling",10
"11425",20120112110677,1,3,"Leisure and Sports",30
"11426",20120112110677,1,3,"Traveling",10
"11427",20120112110677,1,3,"Leisure and Sports",5
"11428",20120112110677,1,3,"Traveling",30
"11429",20120112110677,1,3,"Other",60
"11430",20120112110677,1,3,"Eating and Drinking",10
"11431",20120112110677,1,3,"Sleeping",425
"11718",20120112110712,1,3,"Sleeping",240
"11719",20120112110712,1,3,"Eating and Drinking",30
"11720",20120112110712,1,3,"Leisure and Sports",90
"11721",20120112110712,1,3,"Sleeping",240
"11722",20120112110712,1,3,"Leisure and Sports",360
"11723",20120112110712,1,3,"Sleeping",480
"11778",20120112110723,1,3,"Sleeping",300
"11779",20120112110723,1,3,"Eating and Drinking",60
"11780",20120112110723,1,3,"Other",150
"11781",20120112110723,1,3,"Grooming",15
"11782",20120112110723,1,3,"Educational Activities",375
"11783",20120112110723,1,3,"Leisure and Sports",240
"11784",20120112110723,1,3,"Sleeping",300
"12054",20120112110764,1,5,"Sleeping",240
"12055",20120112110764,1,5,"Grooming",90
"12056",20120112110764,1,5,"Leisure and Sports",150
"12057",20120112110764,1,5,"Other",4
"12058",20120112110764,1,5,"Eating and Drinking",3
"12059",20120112110764,1,5,"Leisure and Sports",98
"12060",20120112110764,1,5,"Other",15
"12061",20120112110764,1,5,"Traveling",15
"12062",20120112110764,1,5,"Grooming",15
"12063",20120112110764,1,5,"Other",10
"12064",20120112110764,1,5,"Other",5
"12065",20120112110764,1,5,"Leisure and Sports",5
"12066",20120112110764,1,5,"Traveling",5
"12067",20120112110764,1,5,"Other",30
"12068",20120112110764,1,5,"Traveling",3
"12069",20120112110764,1,5,"Other",25
"12070",20120112110764,1,5,"Traveling",10
"12071",20120112110764,1,5,"Other",2
"12072",20120112110764,1,5,"Traveling",10
"12073",20120112110764,1,5,"Other",15
"12074",20120112110764,1,5,"Traveling",10
"12075",20120112110764,1,5,"Other",30
"12076",20120112110764,1,5,"Traveling",10
"12077",20120112110764,1,5,"Other",10
"12078",20120112110764,1,5,"Traveling",5
"12079",20120112110764,1,5,"Other",10
"12080",20120112110764,1,5,"Traveling",15
"12081",20120112110764,1,5,"Other",20
"12082",20120112110764,1,5,"Traveling",15
"12083",20120112110764,1,5,"Leisure and Sports",145
"12084",20120112110764,1,5,"Sleeping",420
"12237",20120112110788,1,3,"Sleeping",480
"12238",20120112110788,1,3,"Eating and Drinking",30
"12239",20120112110788,1,3,"Leisure and Sports",360
"12240",20120112110788,1,3,"Eating and Drinking",30
"12241",20120112110788,1,3,"Leisure and Sports",330
"12242",20120112110788,1,3,"Sleeping",210
"12510",20120112110829,1,3,"Sleeping",480
"12511",20120112110829,1,3,"Leisure and Sports",60
"12512",20120112110829,1,3,"Eating and Drinking",15
"12513",20120112110829,1,3,"Traveling",15
"12514",20120112110829,1,3,"Leisure and Sports",150
"12515",20120112110829,1,3,"Traveling",15
"12516",20120112110829,1,3,"Leisure and Sports",135
"12517",20120112110829,1,3,"Traveling",10
"12518",20120112110829,1,3,"Leisure and Sports",120
"12519",20120112110829,1,3,"Leisure and Sports",60
"12520",20120112110829,1,3,"Leisure and Sports",80
"12521",20120112110829,1,3,"Sleeping",300
"12606",20120112110841,1,3,"Sleeping",600
"12607",20120112110841,1,3,"Grooming",60
"12608",20120112110841,1,3,"Leisure and Sports",180
"12609",20120112110841,1,3,"Eating and Drinking",60
"12610",20120112110841,1,3,"Leisure and Sports",120
"12611",20120112110841,1,3,"Grooming",30
"12612",20120112110841,1,3,"Sleeping",390
"12641",20120112110849,2,3,"Sleeping",165
"12642",20120112110849,2,3,"Grooming",60
"12643",20120112110849,2,3,"Traveling",5
"12644",20120112110849,2,3,"Educational Activities",430
"12645",20120112110849,2,3,"Traveling",5
"12646",20120112110849,2,3,"Leisure and Sports",90
"12647",20120112110849,2,3,"Traveling",3
"12648",20120112110849,2,3,"Other",20
"12649",20120112110849,2,3,"Eating and Drinking",5
"12650",20120112110849,2,3,"Traveling",3
"12651",20120112110849,2,3,"Leisure and Sports",354
"12652",20120112110849,2,3,"Sleeping",300
"12653",20120112110850,2,3,"Sleeping",60
"12654",20120112110850,2,3,"Other",30
"12655",20120112110850,2,3,"Leisure and Sports",30
"12656",20120112110850,2,3,"Other",65
"12657",20120112110850,2,3,"Traveling",55
"12658",20120112110850,2,3,"Other",5
"12659",20120112110850,2,3,"Traveling",5
"12660",20120112110850,2,3,"Other",170
"12661",20120112110850,2,3,"Traveling",40
"12662",20120112110850,2,3,"Other",2
"12663",20120112110850,2,3,"Other",20
"12664",20120112110850,2,3,"Leisure and Sports",118
"12665",20120112110850,2,3,"Other",90
"12666",20120112110850,2,3,"Leisure and Sports",90
"12667",20120112110850,2,3,"Other",180
"12668",20120112110850,2,3,"Other",30
"12669",20120112110850,2,3,"Leisure and Sports",60
"12670",20120112110850,2,3,"Other",2
"12671",20120112110850,2,3,"Leisure and Sports",148
"12672",20120112110850,2,3,"Sleeping",240
"12987",20120112110904,1,5,"Sleeping",60
"12988",20120112110904,1,5,"Grooming",20
"12989",20120112110904,1,5,"Eating and Drinking",10
"12990",20120112110904,1,5,"Educational Activities",15
"12991",20120112110904,1,5,"Traveling",15
"12992",20120112110904,1,5,"Educational Activities",330
"12993",20120112110904,1,5,"Eating and Drinking",30
"12994",20120112110904,1,5,"Educational Activities",150
"12995",20120112110904,1,5,"Traveling",15
"12996",20120112110904,1,5,"Educational Activities",255
"12997",20120112110904,1,5,"Eating and Drinking",20
"12998",20120112110904,1,5,"Other",70
"12999",20120112110904,1,5,"Grooming",30
"13000",20120112110904,1,5,"Sleeping",420
"13030",20120112110908,1,5,"Sleeping",210
"13031",20120112110908,1,5,"Eating and Drinking",10
"13032",20120112110908,1,5,"Grooming",15
"13033",20120112110908,1,5,"Traveling",20
"13034",20120112110908,1,5,"Educational Activities",150
"13035",20120112110908,1,5,"Eating and Drinking",10
"13036",20120112110908,1,5,"Educational Activities",65
"13037",20120112110908,1,5,"Traveling",20
"13038",20120112110908,1,5,"Other",20
"13039",20120112110908,1,5,"Other",70
"13040",20120112110908,1,5,"Traveling",5
"13041",20120112110908,1,5,"Eating and Drinking",30
"13042",20120112110908,1,5,"Leisure and Sports",60
"13043",20120112110908,1,5,"Educational Activities",150
"13044",20120112110908,1,5,"Traveling",15
"13045",20120112110908,1,5,"Leisure and Sports",90
"13046",20120112110908,1,5,"Grooming",40
"13047",20120112110908,1,5,"Traveling",15
"13048",20120112110908,1,5,"Eating and Drinking",20
"13049",20120112110908,1,5,"Other",90
"13050",20120112110908,1,5,"Leisure and Sports",35
"13051",20120112110908,1,5,"Sleeping",300
"13339",20120112110968,1,3,"Sleeping",360
"13340",20120112110968,1,3,"Leisure and Sports",120
"13341",20120112110968,1,3,"Educational Activities",90
"13342",20120112110968,1,3,"Leisure and Sports",60
"13343",20120112110968,1,3,"Eating and Drinking",20
"13344",20120112110968,1,3,"Leisure and Sports",30
"13345",20120112110968,1,3,"Sleeping",280
"13346",20120112110968,1,3,"Sleeping",480
"13606",20120112111018,1,5,"Sleeping",120
"13607",20120112111018,1,5,"Other",20
"13608",20120112111018,1,5,"Educational Activities",250
"13609",20120112111018,1,5,"Eating and Drinking",30
"13610",20120112111018,1,5,"Traveling",20
"13611",20120112111018,1,5,"Other",20
"13612",20120112111018,1,5,"Traveling",5
"13613",20120112111018,1,5,"Educational Activities",205
"13614",20120112111018,1,5,"Traveling",5
"13615",20120112111018,1,5,"Other",10
"13616",20120112111018,1,5,"Eating and Drinking",80
"13617",20120112111018,1,5,"Traveling",5
"13618",20120112111018,1,5,"Other",10
"13619",20120112111018,1,5,"Other",15
"13620",20120112111018,1,5,"Other",75
"13621",20120112111018,1,5,"Other",15
"13622",20120112111018,1,5,"Traveling",2
"13623",20120112111018,1,5,"Other",10
"13624",20120112111018,1,5,"Traveling",15
"13625",20120112111018,1,5,"Other",10
"13626",20120112111018,1,5,"Leisure and Sports",248
"13627",20120112111018,1,5,"Educational Activities",150
"13628",20120112111018,1,5,"Sleeping",120
"13629",20120112111021,1,5,"Sleeping",240
"13630",20120112111021,1,5,"Other",5
"13631",20120112111021,1,5,"Other",5
"13632",20120112111021,1,5,"Other",5
"13633",20120112111021,1,5,"Grooming",1
"13634",20120112111021,1,5,"Other",5
"13635",20120112111021,1,5,"Leisure and Sports",60
"13636",20120112111021,1,5,"Other",2
"13637",20120112111021,1,5,"Leisure and Sports",60
"13638",20120112111021,1,5,"Other",90
"13639",20120112111021,1,5,"Educational Activities",15
"13640",20120112111021,1,5,"Other",60
"13641",20120112111021,1,5,"Other",5
"13642",20120112111021,1,5,"Eating and Drinking",10
"13643",20120112111021,1,5,"Other",10
"13644",20120112111021,1,5,"Other",1
"13645",20120112111021,1,5,"Other",120
"13646",20120112111021,1,5,"Other",5
"13647",20120112111021,1,5,"Educational Activities",10
"13648",20120112111021,1,5,"Leisure and Sports",60
"13649",20120112111021,1,5,"Leisure and Sports",2
"13650",20120112111021,1,5,"Leisure and Sports",10
"13651",20120112111021,1,5,"Other",5
"13652",20120112111021,1,5,"Other",90
"13653",20120112111021,1,5,"Other",20
"13654",20120112111021,1,5,"Other",10
"13655",20120112111021,1,5,"Leisure and Sports",20
"13656",20120112111021,1,5,"Other",5
"13657",20120112111021,1,5,"Eating and Drinking",5
"13658",20120112111021,1,5,"Other",10
"13659",20120112111021,1,5,"Other",10
"13660",20120112111021,1,5,"Leisure and Sports",60
"13661",20120112111021,1,5,"Educational Activities",304
"13662",20120112111021,1,5,"Sleeping",120
"13728",20120112111036,1,3,"Sleeping",150
"13729",20120112111036,1,3,"Grooming",45
"13730",20120112111036,1,3,"Eating and Drinking",15
"13731",20120112111036,1,3,"Other",5
"13732",20120112111036,1,3,"Traveling",15
"13733",20120112111036,1,3,"Other",10
"13734",20120112111036,1,3,"Educational Activities",20
"13735",20120112111036,1,3,"Educational Activities",2
"13736",20120112111036,1,3,"Other",2
"13737",20120112111036,1,3,"Educational Activities",431
"13738",20120112111036,1,3,"Other",5
"13739",20120112111036,1,3,"Traveling",15
"13740",20120112111036,1,3,"Grooming",5
"13741",20120112111036,1,3,"Other",60
"13742",20120112111036,1,3,"Grooming",5
"13743",20120112111036,1,3,"Eating and Drinking",45
"13744",20120112111036,1,3,"Other",10
"13745",20120112111036,1,3,"Other",5
